Node.ID,sp.ID,stageID,Stage,Sp.stage,Name.Sp.stage,Presence.code,Type,Organismal.Group,Working.Group,WorkingName,Phylum,Class,Order,Family,Genus,Specific.epithet,Sp.name,Resolution,Habitat_Site,Consumer.Strategy,Consumer.Type,Mobility,Life.Cycle,Confidence.in.Node,Justification.Code,thermal.province,Localities,Ref.ID,Northern.Eastern.Pacific.Range.Limit,Southern.Eastern.PacificRange.Limit,Additional.Localities,Synonomy,Fishbase.OR.WoRMS.SearchTerms,biosis.diet.search.terms,NHM.Search.Terms,Google.Scholar.PS.Search.Terms,biosis.SearchTerms,BIOSIS.PS.records,NHM.records,FishPest,Biosis.host.only.terms,Biosis.host.only.records,NHM.host.count
36,35,1,Adult,35.1,Epilucina.californica.35.1,L,free.living,Bivalvia,clams and mussels,CA lucine,Mollusca,Bivalvia,Lucinida,Lucinidae,Epilucina,californica,Epilucina.californica,Species,sand,Filter,Predator,Sessile,1,1,3,both,"CA, USA",406; 407,"Point Conception, CA, USA","Baja California, Mexico",,"Lucina artemidis, Lucina californica, Lucina japonica, Lucina nipponica",,,"Epilucina, Lucina","""Epilucina californica"" SAME parasit*, lucina SAME parasit*","(Lucina SAME parasit*), Epilucina SAME parasit*",8,0,NA,"Epilucina, Lucina",388,NA
37,36,1,Adult,36.1,Modiolus.carpenteri.36.1,L,free.living,Bivalvia,clams and mussels,CA horse mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,carpenteri,Modiolus.carpenteri,Species,benthic substrate,Filter,Predator,Sessile,1,1,1,warm,"Santa Barbara Channel, CA, USA",153,"Point Conception, CA, USA","Baja California, Mexico",,"Modiola fornicata Carpenter, 1864",,,Modiolus,"""Modiolus carpenteri"" SAME parasit*, Modiolus SAME parasit*",(modiolus SAME parasit*),29,4*,NA,modiolus,866,NA
38,37,1,Adult,37.1,Neolepton.subtrigonum.37.1,L,free.living,Bivalvia,clams and mussels,small bivalve,Mollusca,Bivalvia,Venerida,Neoleptonidae,Neolepton,subtrigonum,Neolepton.subtrigonum,Species,benthic substrate,Filter,Predator,Sessile,1,1,3,warm,"Southern California, CA, USA",406; 407,"Central California, CA, USA",Peru ,,"Halodakra subtrigona, Circe subtrigona, Neolepton (Neolepton) subtrigonum, Psephis tellimyalis",,,"Neolepton, Halodakra, Circe, Psephis","Neolepton SAME parasit*, Halodakra SAME parasit*, Circe SAME parasit*, Psephis SAME parasit*","Neolepton SAME subtrigonum SAME parasit*,  (Neolepton SAME parasit*) , Halodakra SAME parasit*, Psephis SAME parasit*",1,0,NA,Neolepton,10,NA
39,38,1,Adult,38.1,Hiatella.arctica.38.1,L,free.living,Bivalvia,clams and mussels,Holdfast clam,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella,arctica,Hiatella.arctica,Species,benthic substrate,Filter,Predator,Sessile,1,1,1; 2,both,"LTER sites, Santa Barbara Channel, CA, USA",406; 407; 882,Arctic Ocean,Panama,,"Biapholius spinosus Leach, 1822
Byssomia crispa Danilo & Sandri, 1856
Chama aculeata Strèm, 1768
Didonta bicarinata Schumacher, 1817
Hiatella arctica f. flaccida Gould, 1861
Hiatella arctica f. spinifera Sowerby II, 1875
Hiatella australis var. angasi Angas, 1865
Hiatella biaperta Daudin Bosc, 1801
Hiatella lirata (E. A. Smith, 1910)
Hiatella monoperta Bosc, 1801
Hiatella oblonga W. Turton, 1822
Hiatella orientalis (Yokoyama, 1920)
Hiatella pholadis (Linnaeus, 1771)
Hiatella solida (Sowerby, 1834)
Hiatella striata (Fleuriau de Bellevue, 1802) (synonym)
Hypogaea barbata Poli, 1795 (synonym)
Mya arctica Linnaeus, 1767 (original combination)
Mya byssifera Fabricius, 1780
Mytilus pholadis Linnaeus, 1771
Mytilus praecisus Montagu, 1803
Petricola awana Yokoyama, 1924
Petricola linguatula Lamarck, 1818
Rhomboides rugosus var. aculeata Scacchi, 1836 (synonym)
Saxicava acuta de Folin in de Folin & P_rier, 1867
Saxicava antarctica Philippi, 1845
Saxicava arctica Linnaeus, 1767 (synonym)
Saxicava arctica var. abbreviata Bucquoy, Dautzenberg & Dollfus, 1896 (synonym)
Saxicava arctica var. dilatata Bucquoy, Dautzenberg & Dollfus, 1896 (synonym)
Saxicava arctica var. inermis Bucquoy, Dautzenberg & Dollfus, 1896 (synonym)
Saxicava arenacea E. A. Smith, 1910
Saxicava australis Lamarck, 1818
Saxicava azaria Dall, 1881
Saxicava chilensis Hup_ in Gay, 1854
Saxicava clavis Valenciennes, 1846
Saxicava conchotrypa Philippi, 1845
Saxicava distorta Say, 1822
Saxicava flaccida Gould, 1861
Saxicava frigida Mabille & Rochebrune, 1889
Saxicava gallicana Lamarck, 1818
Saxicava groenlandica Potiez & Michaud, 1844
Saxicava guerini Hanley, 1843
Saxicava hawaiensis Dall, Bartsch & Rehder, 1938
Saxicava hiatella Chenu, 1862
Saxicava initialis de Folin in de Folin & P_rier, 1867
Saxicava insita Conrad, 1869
Saxicava lebruni Mabille & Rochebrune, 1889
Saxicava lirata E. A. Smith, 1910
Saxicava macrodon Philippi, 1851
Saxicava meridionalis d'Orbigny, 1846
Saxicava mollis Mabille & Rochebrune, 1889
Saxicava orientalis Yokoyama, 1920
Saxicava petitii G. B. Sowerby II, 1875
Saxicava pholadis (Linnaeus, 1771)
Saxicava pholadis gastrochaenoidea Carpenter, 1864
Saxicava purpurascens G. B. Sowerby I, 1834
Saxicava rietensis W. H. Turton, 1932
Saxicava rubra Deshayes, 1848
Saxicava rugosa var. cylindrica Wood, 1847
Saxicava sakhalinensis Takeda, 1953
Saxicava similis Deshayes in Maillard, 1863
Saxicava solida G. B. Sowerby I, 1834
Saxicava spinifera G. B. Sowerby II, 1875
Saxicava striata Fleuriau de Bellevue, 1802
Saxicava subantarctica Preston, 1913
Saxicava subtriangularis W. H. Turton, 1932
Saxicava sulcata G. B. Sowerby II, 1875
Saxicava tenuis G. B. Sowerby I, 1834
Saxicava truncata Philippi, 1898
Saxicava ungana Grewingk, 1850
Saxicava veneriformis Lamarck, 1818
Solen minutus Linnaeus, 1767 (synonym)
Sphenia bilirata Gabb, 1861
Spongyophylla irregularis Brusina, 1866
Tellina rhomboides Gmelin, 1791
Tellina rhomboides Poli, 1791 (synonym)",Hiatella arctica,,"Hiatella, Mya, Saxicava,  Tellina rhomboides","""Hiatella arctica"" parasit*, Mya parasit*, Saxicava parasit*, Saxicava parasit*","(Hiatella SAME arctica SAME parasit*), (hiatella SAME parasit*), Saxicava SAME parasit*, mya SAME arctica SAME parasit*, mya SAME byssifera SAME parasit*, Petricola SAME parasit*, Tellina SAME rhomboides SAME parasit*",3,0,NA,(Hiatella SAME arctica),171,NA
40,39,1,Adult,39.1,Kellia.suborbicularis.39.1,L,free.living,Bivalvia,clams and mussels,small Holdfast clam,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kellia,suborbicularis,Kellia.suborbicularis,Species,benthic substrate,Filter,Predator,Sessile,1,1,1,both,"Santa Barbara Channel, CA, USA",1074,Cosmopolitan,Cosmopolitan,,"Bornia inflata, Chironia laperousii Deshayes, 1839, Erycina biocculta de Folin, 1867, Erycina pisum Scacchi, 1836 (synonym), Erycina proxima de Folin, 1867, Kellia cailliaudii R_cluz, 1857 (synonym), Kellia rotundata Carpenter, 1864 , Lepton fabagella Conrad, 1832 doubtful synonym), Montacuta gouldi J. H. Thompson, 1867, Mya suborbicularis Montagu, 1803 (original combination), Oronthea montaguana Leach, 1852, Tellimya lactea T. Brown, 1827, Tellimya suborbicularis (Montagu, 1803), Tellimya tenuis T. Brown, 1826, Tellina sinuosa Gmelin, 1791 sensu Brusina, 1870",Kellia suborbicularis,,"Kellia suborbicularis, Kellia, Mya suborbicularis,  Tellimya, Erycina, Chironia, Bornia, Lepton, Montacuta","""Kellia suborbicularis"" parasit*, ""Mya suborbicularis"" parasit*, Kellia parasit*, Tellimya parasit*","Kellia SAME suborbicularis SAME parasit*, Kellia SAME parasit*, Erycina SAME parasit*, Bornia SAME parasit*, Mya SAME suborbicularis SAME parasit*, Tellimya SAME parasit*",0,0,NA,,,NA
41,40,1,Adult,40.1,Limaria.hemphilli.40.1,L,free.living,Bivalvia,clams and mussels,file shell,Mollusca,Bivalvia,Limida,Limidae,Limaria,hemphilli,Limaria.hemphilli,Species,benthic substrate,Filter,Predator,Sessile,1,1,1; 3,warm,"Santa Barbara Channel, CA, USA",693; 406; 407,"Point Conception, CA, USA","Baja California, Mexico",,"Lima hemphilli, Limaria valdiviesae",,,"Limaria, Lima hemphilli","""Limaria hemphilli"" parasit*,  ""Lima hemphilli"" parasit*, ""Limaria"" parasit*","Limaria SAME parasit*, Lima SAME hemphilli SAME parasit*",0,0,NA,"Lima SAME hemphilli, Limaria",22,NA
42,41,1,Adult,41.1,Mytilus.californianus.41.1,L,free.living,Bivalvia,clams and mussels,CA mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,californianus,Mytilus.californianus,Species,rock,Filter,Predator,Sessile,1,1,2; 3,both,"Santa Barbara Channel, CA, USA",915; 648; 842; 881,"Aleutian Islands, AK, USA","Southern Baja California, Baja California, Mexico",,"Mytilus californicus, Mytilus canalis, Mytilus edulis giganteus, Mytilus zonarius",Mytilus californianus,,"Mytilus californianus, Mytilus californicus, Mytilus canalis, Mytilus edulis giganteus, Mytilus zonarius","""Mytilus californianus"" parasit*, ""Mytilus canalis"" parasit*, ""Mytilus zonarius"" parasit*, ""Mytilus edulis giganteus"" parasit*","(Mytilus SAME californianus SAME parasit*), (Mytilus SAME californicus SAME parasit*), (Mytilus SAME canalis SAME parasit*), (Mytilus SAME edulis SAME giganteus SAME parasit*), (Mytilus SAME zonarius SAME parasit*)",25,3,NA,"(Mytilus SAME californianus), (Mytilus SAME californicus), (Mytilus SAME canalis), (Mytilus SAME edulis SAME giganteus), (Mytilus SAME zonarius)",896,NA
43,42,1,Adult,42.1,Philobrya.setosa.42.1,L,free.living,Bivalvia,clams and mussels,pear-shaped bivalve,Mollusca,Bivalvia,Arcida,Philobryidae,Philobrya,setosa,Philobrya.setosa,Species,benthic substrate,Filter,Predator,Sessile,1,3,3,both,North Pacific,167,"AK, USA","Gulf of California, Mexico",,"Bryophila setosa_Carpenter, 1864_",Philobrya setosa,,"Philobrya setosa, Bryophila setosa,  Philobrya","Philobrya setosa parasit*, Philobrya parasit*,  Bryophila setosa parasit*","Bryophila SAME setosa, Philobrya SAME setosa",0,0,NA,"Bryophila SAME setosa, Philobrya SAME setosa",0,NA
44,43,1,Adult,43.1,Pitar.newcombianus.43.1,L,free.living,Bivalvia,clams and mussels,small bivalve,Mollusca,Bivalvia,Venerida,Veneridae,Pitar,newcombianus,Pitar.newcombianus,Species,sand,Filter,Predator,Sessile,1,2,3,unknown/warm,"Catalina Island, Channel Islands, CA, USA",406; 407,,,,Circe newcombianus,Pitar newcombianus,,"Pitar, Circe newcombianus","Pitar newcombianus, Circe newcombianus","Circe SAME newcombianus, Pitar SAME newcombianus",0,1,NA,"Circe SAME newcombianus, Pitar SAME newcombianus",0,NA
45,44,1,Adult,44.1,Solemya.sp..44.1,L,free.living,Bivalvia,clams and mussels,small bivalve,Mollusca,Bivalvia,Solemyida,Solemyidae,Solemya,sp.,Solemya.sp.,Genus,benthic substrate,Filter,Predator,Sessile,1,1,3,unknown,"Channel Islands, CA, USA",406; 407,,,,na,,,Solemya,Solemya SAME parasit*,Solemya SAME parasit*,0,0,NA,Solemya,191,NA
46,45,1,Adult,45.1,Leptopecten.latiauratus.45.1,L,free.living,Bivalvia,clams and mussels,small bivalve,Mollusca,Bivalvia,Pectinida,Pectinidae,Leptopecten,latiauratus,Leptopecten.latiauratus,Family,benthic substrate,Filter,Predator,Sessile,1,1,1; 3,both,"Catalina Island, Channel Islands, CA, USA",406; 407,"Point Reyes, Marin County, CA, USA","Cabo San Lucas, Baja California Sur, Mexico","Gulf of California, Mexico","Pecten (Chlamys) latiauratus, Pecten (Chlamys) latiauratus bellilamellatus, Pecten (Chlamys) latiauratus cerritensis, Pecten (Chlamys) latiauratus delosi, Pecten (Chlamys) latiauratus fragilis, Pecten latiauratu, Pecten latiauratus, Pecten monotimeris, Pecten tunica",,,"Leptopecten, latiauratus","leptopecten parasit*, latiauratus parasit*","latiauratus SAME parasit*, Leptopecten SAME parasit*",0,0,NA,"Leptopecten, latiauratus",2,NA
47,46,1,Adult,46.1,Aetea.anguina.46.1,L,free.living,Bryozoa,encrusting bryozoan,creeping bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,anguina,Aetea.anguina,Species,Holdfast,Filter,Predator,Sessile,1,2,3,both,Cosmopolitan,406; 407,Cosmopolitan,Cosmopolitan,,Sertularia anguina,,,"Aetea, Sertularia anguina, anguina, Sertularia","""Sertularia anguina"" parasit*, ""Aetea anguina"" parasit","(Aetea SAME anguina), Sertularia SAME anguina",0,0,NA,"(Aetea SAME anguina), Sertularia SAME anguina",1,NA
48,47,1,Adult,47.1,Alcyonidium.sp..47.1,L,free.living,Bryozoa,encrusting bryozoan,creeping bryozoan,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,Alcyonidium,sp.,Alcyonidium.sp.,Genus,benthic substrate,Filter,Predator,Sessile,1,2,3,both,North Pacific,1075,,,,na,,,Alcyonidium,Alcyonidium parasit,Alcyonidium SAME parasit*,2,0,NA,Alcyonidium,91,NA
49,48,1,Adult,48.1,Celleporaria.brunnea.48.1,L,free.living,Bryozoa,encrusting bryozoan,bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Lepraliellidae,Celleporaria,brunnea,Celleporaria.brunnea,Species,benthic substrate,Filter,Predator,Sessile,1,1,3,both,"Catalina Island, Channel Islands, CA, USA",406; 407,"OR, USA",Ecuador ,,Cellepora brunnea,,,"Celleporaria, Cellepora","""Cellepora brunnea"" parasit, ""Celleporaria brunnea"" parasit","Celleporaria SAME brunnea SAME parasit*, Cellepora SAME brunnea",0,0,NA,"Celleporaria SAME brunnea, Cellepora SAME brunnea",6,NA
50,49,1,Adult,49.1,Lichenopora.spp..49.1,L,free.living,Bryozoa,encrusting bryozoan,Bryozoan,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Lichenopora,spp.,Lichenopora.spp.,Genus,benthic substrate,Filter,Predator,Sessile,1,2,3,unknown,"Catalina Island, Channel Islands, CA, USA",407,,,,na,,,Lichenopora,Lichenopora parasit,Lichenopora,0,0,NA,Lichenopora,8,NA
51,50,1,Adult,50.1,Membranipora.membranacea.50.1,L,free.living,Bryozoa,encrusting bryozoan,lacy crust bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,membranacea,Membranipora.membranacea,Species,kelp-fronds,Filter,Predator,Sessile,1,2,1; 3,both,"Catalina Island, Channel Islands, CA, USA; Santa Barbara Channel, CA, USA",406; 407,Cosmopolitan,Cosmopolitan,,"Flustra membranacea, Flustra teleacea",Membranipora membranacea,,"Membranipora, Flustra","""Membranipora membranacea"" parasit, ""FLustra membranacea"" parasit, ""Flustra teleacea"" parasit","(Membranipora SAME parasit*) , (Flustra SAME parasit*)",5,0,NA,"Flustra, Membranipora",395,NA
52,51,1,Adult,51.1,Tubulipora.spp..51.1,L,free.living,Bryozoa,encrusting bryozoan,Bryozoan,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,Tubulipora,spp.,Tubulipora.spp.,Genus,benthic substrate,Filter,Predator,Sessile,1,2,3,both,"Southern California, CA, USA",167; 153,"Monterey, CA, USA","Baja California, Mexico",,none,,,Tubulipora,Tubulipora parasit,Tubulipora,0,0,NA,Tubulipora,12,NA
53,52,1,Adult,52.1,Bicrisia.edwardsiana.52.1,L,free.living,Bryozoa,erect bryozoan,Bryozoan,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Bicrisia,edwardsiana,Bicrisia.edwardsiana,Species,benthic substrate,Filter,Predator,Sessile,1,2,3,both,"Southern California, CA, USA",406; 407,"AK, USA",Peru ,,"Crisia edwardsiana, Crisidia edwardsiana",Bicrisia edwardsiana,,"Bicrisia, Crisia, Crisidia","Crisia edwardsiana parasit*, biCrisia edwardsiana parasit*,  Crisidia edwardsiana parasit*","Bicrisia, Crisia SAME parasit*, Crisidia SAME parasit*",0,0,NA,"Bicrisia, Crisia, Crisidia",33,NA
54,53,1,Adult,53.1,Bugula.californica.53.1,L,free.living,Bryozoa,erect bryozoan,Spiral tufted bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,californica,Bugula.californica,Species,benthic substrate,Filter,Predator,Sessile,1,1,2,both,"Santa Barbara Channel, CA, USA",881; 693,"British Columbia, Canada ","Galapagos Islands, Ecuador",,Bugulina californica,Bugula californica,,"Bugula californica, Bugula, Bugulina","""Bugula californica"" parasit*, ""Bugulina californica"" parasit*",(Bugula SAME californica SAME parasit*),0,0,NA,(Bugula SAME californica),16,NA
55,54,1,Adult,54.1,Bugula.neritina.54.1,L,free.living,Bryozoa,erect bryozoan,tufted bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,neritina,Bugula.neritina,Species,rock,Filter,Predator,Sessile,1,1,2,warm,"Santa Barbara Channel, CA, USA",406; 881; 693,Cosmopolitan,Cosmopolitan,,Sertularia neritina,Bugula neritina,,"Bugula neritina, Sertularia neritina, Bugula, Sertularia","""Bugula neritina"" parasit*, ""sertularia neritina"" parasit*","(Bugula SAME neritina SAME parasit*), (Sertularia SAME neritina SAME parasit*)",8,0,NA,"(Bugula SAME neritina), (Sertularia SAME neritina)",441,NA
56,55,1,Adult,55.1,Cellaria.mandibulata.55.1,L,free.living,Bryozoa,erect bryozoan,erect branched bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,mandibulata,Cellaria.mandibulata,Species,benthic substrate,Filter,Predator,Sessile,1,2,3,both,North Pacific,406; 407; 153; 167,"British Columbia, Canada ","Baja California, Mexico",,Cellaria mandibulata,Cellaria mandibulata,,Cellaria,"""Cellaria mandibulata"" parasit*",Cellaria SAME parasit*,0,0,NA,Cellaria,26,NA
57,56,1,Adult,56.1,Celleporina.robertsoniae.56.1,L,free.living,Bryozoa,erect bryozoan,Bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporina,robertsoniae,Celleporina.robertsoniae,Species,rock,Filter,Predator,Sessile,1,1,2,both,"CA, USA",881,"Dillon Beach, CA, USA","Tanner Bank, CA, USA",,"Costazia sp., Celliporina (misspelling)",,,"Celleporina, Costazia","Celleporina parasit*, Costazia parasit*","Celleporina SAME parasit*, Costazia SAME parasit*",0,0,NA,"Celleporina, Costazia",21,NA
58,57,1,Adult,57.1,Crisia.maxima.57.1,L,free.living,Bryozoa,erect bryozoan,finely branched erect bryozoan,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,maxima,Crisia.maxima,species,rock,Filter,Predator,Sessile,1,2,3,both,North Pacific,406; 407,"British Columbia, Canada ","Galapagos Islands, Ecuador",,none,,,Crisia,"""Crisia maxima"" parasit*",Crisia SAME parasit*,0,0,NA,,,NA
59,58,1,Adult,58.1,Crisia.occidentalis.58.1,L,free.living,Bryozoa,erect bryozoan,Bryozoan,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,occidentalis,Crisia.occidentalis,species,rock,Filter,Predator,Sessile,1,2,3,unknown,"Santa Barbara Channel, CA, USA",406; 881,"Puget Sound, WA, USA","Los Angeles, CA, USA",,---,,,Crisia,"""Crisia occidentalis"" parasit*",Crisia SAME parasit*,0,0,NA,,,NA
60,59,1,Adult,59.1,Diaperoforma.californica.59.1,L,free.living,Bryozoa,erect bryozoan,Southern Staghorn Bryozoa,Bryozoa,Stenolaemata,Cyclostomatida,Cyclostomatida incertae sedis (Sub Order),Diaperoforma,californica,Diaperoforma.californica,Species,rock,Filter,Predator,Sessile,1,1,1,both,"Catalina Island, Channel Islands, CA, USA",406; 881,"Point Conception, CA, USA","Baja California, Mexico",,Diaperoecia californica,Diaperoforma californica,,"Diaperoforma californica, Diaperoecia californica",Diaperoforma californica parasit*,"(Diaperoecia SAME californica SAME parasit*), (Diaperoforma SAME californica SAME parasit*)",0,0,NA,"(Diaperoecia SAME californica), (Diaperoforma SAME californica)",3,NA
61,60,1,Adult,60.1,Filicrisia.spp..60.1,L,free.living,Bryozoa,erect bryozoan,Bryozoan,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Filicrisia,spp.,Filicrisia.spp.,Genus,rock,Filter,Predator,Sessile,1,2,3,both,"Southern California, CA, USA",167; 153,"AK, USA","Baja California, Mexico",,none,,,Filicrisia,Filicrisia parasit*,Filicrisia,0,0,NA,Filicrisia,3,NA
62,61,1,Adult,61.1,Thalamoporella.californica.61.1,L,free.living,Bryozoa,erect bryozoan,Bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Thalamoporellidae,Thalamoporella,californica,Thalamoporella.californica,Species,rock,Filter,Predator,Sessile,1,1,2; 3,both,"Santa Barbara Channel, CA, USA",406; 407; 167,"Monterey, CA, USA","Baja California, Mexico",,none,,,Thalamoporella,Thalamoporella parasit*,Thalamoporella,0,0,NA,Thalamoporella,13,NA
63,62,1,Adult,62.1,Tricellaria.occidentalis.62.1,L,free.living,Bryozoa,erect bryozoan,erect fouling bryozoan,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,occidentalis,Tricellaria.occidentalis,Species,benthic substrate,Filter,Predator,Sessile,1,2,3,both,"Catalina Island, Channel Islands, CA, USA",406; 407,,,,none,,,Tricellaria,Tricellaria parasit*,Tricellaria,0,0,NA,Tricellaria,34,NA
64,63,1,Adult,63.1,Octopus.rubescens.63.1,L,free.living,Cephalopoda,Octopus,E Pacific Red Octopus,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,rubescens,Octopus.rubescens,Species,benthic substrate,Predator,Predator,Mobile,5,1,2; 3,both,"LTER sites, Santa Barbara Channel, CA, USA",882,"Gulf of Alaska, AK, USA","Gulf of California, Mexico",,"none, but commonly confused with giant octo",Octopus rubescens,,Octopus rubescens,,(Octopus SAME rubescens SAME parasit*),0,0,NA,(Octopus SAME rubescens),19,NA
65,64,1,Adult,64.1,Octopus.bimaculoides.64.1,L,free.living,Cephalopoda,Octopus,two-spot octopus,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,bimaculoides,Octopus.bimaculoides,Species,benthic substrate,Predator,Predator,Mobile,5,1,1; 2,warm,"LTER sites, Santa Barbara Channel, CA, USA",882; 16,"San Simeon, CA, USA","Ensenada, Baja California, Mexico",,"none, but closely related to O. bimaculates","Octopus bimaculoides, O. bimaculatus",(octopus SAME bimac* SAME diet),Octopus bimaculoides,,(Octopus SAME bimaculoides SAME parasit*),5,1,NA,(Octopus SAME bimaculoides),92,NA
66,65,1,Adult,65.1,Octopus.bimaculatus.65.1,L,free.living,Cephalopoda,Octopus,2 spot octopus (bimac),Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,bimaculatus,Octopus.bimaculatus,Species,benthic substrate,Predator,Predator,Mobile,5,2,3,warm,"Southern California, CA, USA",153,"Point Conception, CA, USA","Baja California, Mexico",,,,,,,,NA,,NA,,,NA
67,66,1,Adult,66.1,Anthopleura.artemisia.66.1,L,free.living,Hexacorallia,anemone,Burrowing green anemone,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,artemisia,Anthopleura.artemisia,Species,rock,Predator,Predator,Sessile,1,1,1; 2,both,"LTER sites, Santa Barbara Channel, CA, USA",990; 1098; 882,,,,Actinia artemisia,Anthopleura artemisia,Anthopleura artemisia,"Anthopleura artemisia, Actinia artemisia",,"(Anthopleura SAME artemisia SAME parasit*), (Actinia SAME artemisia SAME parasit*)",1,,NA,"(Anthopleura SAME artemisia), (Actinia SAME artemisia)",16,NA
68,67,1,Adult,67.1,Anthopleura.sola.67.1,L,free.living,Hexacorallia,anemone,Green anemone,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,sola,Anthopleura.sola,Species,rock,Predator,Predator,Sessile,1,1,1; 2,both,"LTER sites, Santa Barbara Channel, CA, USA",990; 881; 882; 693,,,,none,Anthopleura sola,Anthopleura sola,Anthopleura sola,,(Anthopleura SAME sola SAME parasit*),0,,NA,(Anthopleura SAME sola),8,NA
69,68,1,Adult,68.1,Anthopleura.xanthogrammica.68.1,L,free.living,Hexacorallia,anemone,giant green anemone,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,xanthogrammica,Anthopleura.xanthogrammica,Species,rock,Predator,Predator,Sessile,1,1,1,both,"Santa Barbara Channel, CA, USA",1028; 882; 693; 1099,"AK, USA",Panama,,"Actinia (Taractostephanus) xanthogrammica Brandt, 1835, Actinia xanthogrammica Brandt, 1835 (original binomen), Anthopleura santhogrammica, Anthopleura xanthogramaica, Anthopleura xantogrammica, Bunodactis xanthogrammica (Brandt, 1835), Bunodes californica Fewkes, 1889, Evactis xanthogrammica Verrill",Anthopleura xanthogrammica,Anthopleura xanthogrammica prey,Anthopleura,,(Anthopleura SAME xanthogrammica SAME parasit*_,1,0,NA,(Anthopleura SAME xanthogrammica),102,NA
